PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
377,CAMINO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5068,33,
378,BLYTHE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8048,33,
379,GENE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5066,33,
380,IRON_MT,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8273,33,
381,JULIAN_HINDS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5063,33,
382,EAGLE_MOUNTAIN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5040,33,
921,BLYTHE_CITY,No,Yes,NULL,Inside,Yes,NULL,Yes,8113,33,
922,RIPLEY,No,Yes,NULL,Inside,Yes,NULL,Yes,8227,33,
923,VERDANT,No,No,NULL,Inside,Yes,NULL,Yes,8259,33,
924,DEFRAIN,No,No,NULL,Inside,Yes,NULL,Yes,8162,33,
925,NORTH_INTAKE,No,Yes,NULL,Inside,Yes,NULL,Yes,8205,33,
926,SECOND_AVENUE,No,No,NULL,Inside,Yes,NULL,Yes,8235,33,
927,BLYTHESOLAR,No,No,NULL,Inside,Yes,NULL,Yes,NULL,33,
928,OLIVE_LAKE,No,No,NULL,Inside,Yes,NULL,Yes,8210,33,
929,BLYTHELOOP,No,No,NULL,Inside,Yes,NULL,Yes,NULL,33,
930,DUNES,No,No,NULL,Inside,Yes,NULL,Yes,8139,33,
