PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
650,VENICE_HILL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5329,36,
651,KAWGEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5334,36,
652,LAUREL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5315,36,
653,LEMON_COVE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5316,36,
654,LIBERTY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5312,36,
655,LOURICH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5335,36,
656,OAK_GROVE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5337,36,
657,OCTOL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5320,36,
658,TULARE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5328,36,
659,VENIDA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5330,36,
660,VISALIA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5331,36,
662,KAWEAH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,2324,36,
663,THREE_RIVERS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5350,36,
668,HANFORD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5310,36,
670,RECTOR,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5033,36,
671,RECTOR_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,36,
672,CHATHAM,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5346,36,
673,DAIRYMANS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5370,36,
674,ELCANS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5313,36,
675,GOSHEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5309,36,
676,HAAGEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8510,36,
729,RIVERWAY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5374,36,
762,MASCOT,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5375,36,
821,PROTEIN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5373,36,
997,LINE_CREEK,No,No,NULL,Inside,Yes,NULL,Yes,5352,36,
1022,PITMAN,No,No,NULL,Inside,Yes,NULL,Yes,5301,36,
1035,TIMBERWINE,No,No,NULL,Inside,Yes,NULL,Yes,2260,36,
1402,CAMP_10,No,No,NULL,Inside,Yes,NULL,Yes,6116,36,
