StateGroupSet,StateNumber,LockableState,StateName,
362!362,1!2,NULL!NULL,CLOSE!OPEN,
363!363,1!2,NULL!NULL,DSAB!ENAB,
364!364,1!2,NULL!NULL,LOWER!RAISE,
365!365,1!2,NULL!NULL,UP!DOWN,
366!366,1!2,NULL!NULL,SEC!PRI,
367!367,1!2,NULL!NULL,ENAB!DSAB,
368!368!368!368!368!368!368!368,1!2!3!4!5!6!7!8,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,PS_NOT_EXEC!PS_PNDG_EXEC!PS_IN_EXEC!PS_CMPX_SUCC!PS_CMPX_NSOL!PS_CMPX_VIOL!PS_CMPX_WARN!PS_CMPX_FERR,
369!369,1!2,NULL!NULL,1X!2X,
370!370,1!2,NULL!NULL,RESET!TRIP,
371!371,1!2,NULL!NULL,LINE!BANK,
372!372,1!2,NULL!NULL,SBUS!NBUS,
373!373,1!2,NULL!NULL,NORMAL!WIDE,
374!374,1!2,NULL!NULL,TIE!EBUS,
375!375,1!2,NULL!NULL,TIE!WBUS,
376!376,1!2,NULL!NULL,NORMAL!ARMED,
377!377,1!2,NULL!NULL,DEAD!HOT,
378!378,1!2,NULL!NULL,RAISE!NOP,
379!379,1!2,NULL!NULL,LOWER!NOP,
380!380,1!2,NULL!NULL,NORMAL!LO,
381!381,1!2,NULL!NULL,N!S,
382!382,1!2,NULL!NULL,E!W,
383!383,1!2,NULL!NULL,I!O,
384!384,1!2,NULL!NULL,3A!4A,
385!385,1!2,NULL!NULL,3A!2A,
386!386!386!386,1!2!3!4,NULL!NULL!NULL!NULL,Init!Online!Sync Cond!Offline,
387!387,1!2,NULL!NULL,_BLANK!T,
388!388,1!2,NULL!NULL,TIE!NBUS,
389!389,1!2,NULL!NULL,TIE!SBUS,
390!390,1!2,NULL!NULL,TRIP!NORMAL,
391!391,1!2,NULL!NULL,NORMAL!FAIL,
392!392,1!2,NULL!NULL,SHORTED!NORMAL,
393!393,1!2,NULL!NULL,4A BK!3A BK,
394!394,1!2,NULL!NULL,ARMED!NORMAL,
395!395,1!2,NULL!NULL,NORMAL!RESET,
396!396,2!1,NULL!NULL,DISARMED!ARMED,
397!397,1!2,NULL!NULL,ARMED!_BLANK,
398!398,1!2,NULL!NULL,SEL!SEL,
399!399,1!2,NULL!NULL,BE1!BE1,
400!400,1!2,NULL!NULL,RACKED OUT!RACKED IN,
401!401!401!401,2!3!4!1,NULL!NULL!NULL!NULL,Normal Cold!Normal Hot!Very Hot!Very Cold,
402!402,1!2,NULL!NULL,WBUS!EBUS,
403,1,NULL,CLEAR,
404,1,NULL,RAISE,
405,1,NULL,LOWER,
406!406,1!2,NULL!NULL,WEST!EAST,
407!407,1!2,NULL!NULL,3A_4A BK!3A BK,
408!408,1!2,NULL!NULL,NOP!STOP,
409!409,1!2,NULL!NULL,NOP!START,
410!410,1!2,NULL!NULL,TRIP!CLOSE,
411!411,1!2,NULL!NULL,6!5,
412!412,1!2,NULL!NULL,3A_4A BK!2A BK,
413!413,1!2,NULL!NULL,MANUAL!PLC,
414!414,1!2,NULL!NULL,CHILAO!VIDEO,
415!415,1!2,NULL!NULL,LOCKOUT!NORMAL,
416!416!416,1!2!3,NULL!NULL!NULL,Fixed!Reg!S,
417!417,1!2,NULL!NULL,RESET!LOCKOUT,
418,1,NULL,Update Sched,
419!419,1!2,NULL!NULL,SOUTH!NORTH,
420!420,1!2,NULL!NULL,Load Shed!Restore,
421!421!421,1!2!3,NULL!NULL!NULL,Normal!Load Shed!Restore,
422!422,1!2,NULL!NULL,Normal!Abnormal,
423!423!423,1!2!3,NULL!NULL!NULL,N!E!L,
424!424,1!2,NULL!NULL,1 BK!2 BK,
425!425,1!2,NULL!NULL,NORMAL!SNGLTERM,
426!426!426!426!426!426,1!2!3!4!5!6,NULL!NULL!NULL!NULL!NULL!NULL,Open!Closed!Travel!Open & Alrm!Close & Alrm!Travl & Alrm,
427!427,1!2,NULL!NULL,Suspend!Auto,
428!428!428!428!428,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,E!L!O!M!N,
429!429!429,1!2!3,NULL!NULL!NULL,TELEM!ANALOG!CALC,
430!430!430!430!430!430!430!430!430!430!430!430!430!430!430,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Rng 01 Viol.!Rng 02 Viol.!Rng 03 Viol.!Rng 04 Viol.!Rng 05 Viol.!Rng 06 Viol.!Rng 07 Viol.!Rng 08 Viol.!Rng 09 Viol.!Rng 10 Viol.!Rng 11 Viol.!Rng 12 Viol.!Rng 13 Viol.!Rng 14 Viol.!Rng 15 Viol.,
431!431!431!431!431!431!431!431!431!431!431!431!431!431!431!431,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Normal!Rng 01 Viol.!Rng 02 Viol.!Rng 03 Viol.!Rng 04 Viol.!Rng 05 Viol.!Rng 06 Viol.!Rng 07 Viol.!Rng 08 Viol.!Rng 09 Viol.!Rng 10 Viol.!Rng 11 Viol.!Rng 12 Viol.!Rng 13 Viol.!Rng 14 Viol.!Rng 15 Viol.,
432!432,1!2,NULL!NULL,_BLANK!SELECTED,
433!433,1!2,NULL!NULL,4 BK!3 BK,
434!434,1!2,NULL!NULL,INNER BUS!OUTER BUS,
435!435,1!2,NULL!NULL,2A BK!3A BK,
436,1,NULL,SELECTED,
437!437!437!437!437!437!437!437!437!437!437,1!2!3!4!5!6!7!8!9!10!11,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Normal!Normal Lev 1!Normal Lev 2!Normal Lev 3!Normal Lev 4!N-1 Level 1!N-1 Level 2!N-1 Level 3!N-1 Level 4!N-1 Level 5!N-1 Level 6,
438!438!438!438!438!438!438!438!438!438!438!438!438!438!438!438,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,PC_Initalize!PC_Pre Verfy!PC_Pre Query!PC_Test!PC_Tst Query!PC_Change!PC_Cng Query!PC_Delay!PC_Go To!PC_Message!PC_Msg Prmpt!PC_Nop!PC_End!PC_Cmd Stop!PC_Cmd Term!PC_Complete,
439!439,1!2,NULL!NULL,TELEM!ISORIGS,
440!440,1!2,NULL!NULL,ON!AUTO,
441!441,1!2,NULL!NULL,TRIP!RESET,
442,1,NULL,CLEAR,
443!443!443!443!443!443!443!443!443!443!443,1!2!3!4!5!6!7!8!9!10!11,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,0!1!2!3!4!5!6!7!8!9!10,
444,1,NULL,ARM NOW,
445!445,1!2,NULL!NULL,NORMAL!LOCKOUT,
446!446,1!2,NULL!NULL,EBUS!WBUS,
447!447,1!2,NULL!NULL,NBUS!SBUS,
448!448,1!2,NULL!NULL,2 BK!1 BK,
449!449,1!2,NULL!NULL,OUTER BUS!INNER BUS,
450!450,1!2,NULL!NULL,EMERG!PREF,
451!451,1!2,NULL!NULL,NOP!OPEN,
452!452,1!2,NULL!NULL,NOP!CLOSE,
453!453,1!2,NULL!NULL,BYPASS!READY,
454!454,1!2,NULL!NULL,SNGLTERM!NORMAL,
455,1,NULL,PREDICT,
456!456,2!1,NULL!NULL,ARM!DISARM,
457,1,NULL,PERMISSIVE,
458,1,NULL,AUTO,
459!459,1!2,NULL!NULL,LOCKOUT!RESET,
460!460,1!2,NULL!NULL,POS 6!POS 4,
461!461,1!2,NULL!NULL,C SEC!A SEC,
462!462,1!2,NULL!NULL,2!1,
463,1,NULL,SELECT,
464,1,NULL,ACK,
465!465,1!2,NULL!NULL,Disable!Enable,
466,1,NULL,BK_TST_SLCT,
467,1,NULL,RLY_SET_SLCT,
468!468,1!2,NULL!NULL,DTT ONLY!NORMAL,
469!469,1!2,NULL!NULL,MAIN!ALT,
470!470!470,1!2!3,NULL!NULL!NULL,Open!Close!Poll,
471!471,1!2,NULL!NULL,Remote!Local,
472!472!472,1!2!3,NULL!NULL!NULL,Disabled!Enabled!Ctrl Inhib,
473!473,1!2,NULL!NULL,Lost!Restored,
474!474!474,1!2!3,NULL!NULL!NULL,Low!Restored!No Go,
475!475,1!2,NULL!NULL,Pending!Not Pending,
476!476!476!476,1!2!3!4,NULL!NULL!NULL!NULL,Disabled!Enabled!Ctrl Inhib!Maintenance,
477!477,1!2,NULL!NULL,Not Pending!Pending,
478!478!478,1!2!3,NULL!NULL!NULL,Open!Close!Poll,
479!479,1!2,NULL!NULL,NOP!RESET,
480!480,1!2,NULL!NULL,RTU!RTEM,
481!481,1!2,NULL!NULL,WIDE!NARROW,
482!482!482!482!482!482!482!482!482!482!482!482!482,1!2!3!4!5!6!7!8!9!10!11!12!13,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,0!1!2!3!4!5!6!7!8!9!10!11!12,
483!483,1!2,NULL!NULL,EAST!WEST,
484!484,1!2,NULL!NULL,CALC!TELEM,
485!485,1!2,NULL!NULL,TELEM!CALC,
486!486,1!2,NULL!NULL,POS 1!POS 3,
487!487,1!2,NULL!NULL,Auto!Solid,
488!488,1!2,NULL!NULL,Normal!Alternate,
489!489,1!2,NULL!NULL,RTU!CALC,
490!490!490!490!490!490!490!490!490!490!490!490!490!490!490!490,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,-!G!1!1,G!2!2,G!1,2!1,2,G!3!3,G!1,3!1,3,G!2,3!2,3,G!1,2,3!1,2,3,G,
491!491!491,1!2!3,NULL!NULL!NULL,RTU!RTEM!CALC,
492!492,1!2,NULL!NULL,NORMAL!DTT ONLY,
493!493,1!2,NULL!NULL,A SEC!C SEC,
494!494,1!2,NULL!NULL,NOP!RAISE,
495!495,1!2,NULL!NULL,NOP!LOWER,
496!496,1!2,NULL!NULL,POS 6!POS 7,
497!497,1!2,NULL!NULL,ToEndOpen!Normal,
498!498!498!498!498!498!498,4!5!6!1!2!3!7,NULL!NULL!NULL!NULL!NULL!NULL!NULL,Active!Abort!Listening!Enabled!Disabled!Calling!Conclude,
499!499,1!2,NULL!NULL,FAIL!NORMAL,
500!500!500!500!500,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,< 1 msec!1-5 msec!5-50 msec!50-500 msec!> 500 msec,
501!501!501!501!501!501!501!501,1!2!3!4!5!6!7!8,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Online!Offline!Disabled!Assigned!Available!Failed!Failback!Not Configur,
502!502!502!502!502!502,1!2!3!4!5!6,NULL!NULL!NULL!NULL!NULL!NULL,Online!Offline!Failed!Disabled!DTS!Spared,
503!503!503!503!503!503,1!2!3!4!5!6,NULL!NULL!NULL!NULL!NULL!NULL,Not Configur!A-Bus!B-Bus!No Select!Isolated!Failed,
504!504!504!504,1!2!3!4,NULL!NULL!NULL!NULL,Disabled!Enabled!Resynch!Full Build,
505!505!505!505!505!505,1!2!3!4!5!6,NULL!NULL!NULL!NULL!NULL!NULL,Enable!Disable!Selftest!Reset Stats!Reset Device!Control Exer,
506!506,1!2,NULL!NULL,SOLID!AUTO,
507!507,1!2,NULL!NULL,XFER!NORML,
508!508,1!2,NULL!NULL,RESET!NOP,
509!509,1!2,NULL!NULL,CLEAR!NOP,
510!510,1!2,NULL!NULL,Mon!On,
511!511,1!2,NULL!NULL,ED!RMD,
512!512!512!512!512!512!512!512!512!512!512!512,1!2!3!4!5!6!7!8!9!10!11!12,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Xfmr Flow!Line Flow!MW Corridr!MW Net Int!MW Reserve!Volt Ang Dif!MVAr Corridr!MVAr Net Int!MVAr Reserve!Volt Mag Dif!Bus Voltage!MVAr Gen Lim,
513!513!513!513!513!513!513!513!513,1!2!3!4!5!6!7!8!9,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Phase Shift!MW Genr!Shed MW Load!DC Link Flow!MW Purchase!Block Genr!Genr Bus V!Xfmr Tap!Shunt MVAR,
514!514,2!1,NULL!NULL,_BLANK!_BLANK,
515!515,1!2,NULL!NULL,ALARM!NORML,
516!516,1!2,NULL!NULL,OPEN!CLOSE,
517!517,1!2,NULL!NULL,LOWER!RAISE,
518!518,1!2,NULL!NULL,TRBL!NORML,
519!519,1!2,NULL!NULL,RMOT!AUTO,
520!520,1!2,NULL!NULL,MAN!AUTO,
521!521,1!2,NULL!NULL,LOCAL!REMOT,
522!522,1!2,NULL!NULL,PEAK!BASE,
523!523,1!2,NULL!NULL,LOW!HIGH,
524!524,1!2,NULL!NULL,YES!NO,
525!525,1!2,NULL!NULL,LCKT!NORML,
526!526,1!2,NULL!NULL,LOW!NORML,
527!527,1!2,NULL!NULL,HIGH!NORML,
528!528,1!2,NULL!NULL,UV!NORML,
529!529,1!2,NULL!NULL,OFF!NORML,
530!530,1!2,NULL!NULL,TRIP!NORML,
531!531,1!2,NULL!NULL,START!NORML,
532!532,1!2,NULL!NULL,STOP!NORML,
533!533,1!2,NULL!NULL,NORML!ALARM,
534!534,1!2,NULL!NULL,START!STOP,
535!535,1!2,NULL!NULL,DSAB!ENAB,
536!536,1!2,NULL!NULL,EXEC!NORML,
537!537,1!2,NULL!NULL,SEC!PRI,
538!538,1!2,NULL!NULL,DOWN!UP,
539!539,1!2,NULL!NULL,OUT!IN,
540!540,1!2,NULL!NULL,UP!DOWN,
541!541,1!2,NULL!NULL,FLOVR!NORML,
542!542,1!2,NULL!NULL,ABORT!_BLANK,
543!543,1!2,NULL!NULL,NABRT!_BLANK,
544!544,1!2,NULL!NULL,SYSFL!_BLANK,
545!545,1!2,NULL!NULL,EXCED!NORML,
546!546,1!2,NULL!NULL,FAIL!NORML,
547!547,1!2,NULL!NULL,OVFLW!NORML,
548!548,1!2,NULL!NULL,CLOSE!OPEN,
549!549,1!2,NULL!NULL,RAISE!LOWER,
550!550,1!2,NULL!NULL,NORML!TRIP,
551!551,1!2,NULL!NULL,SELECT!RESET,
552!552,1!2,NULL!NULL,CLOSED!NOTCLO,
553!553,1!2,NULL!NULL,OPEN!NOTOPN,
554!554,1!2,NULL!NULL,NOTCLO!CLOSED,
555!555,1!2,NULL!NULL,NOTOPN!OPEN,
556!556,1!2,NULL!NULL,MOVING!STOP,
557!557,1!2,NULL!NULL,AUTO!SOLID,
558!558,1!2,NULL!NULL,COND!GEN,
559!559,1!2,NULL!NULL,GEN!COND,
560!560,1!2,NULL!NULL,DISARMED!ARMED,
561!561,1!2,NULL!NULL,FAILED!_BLANK,
562!562,1!2,NULL!NULL,IN!OUT,
563!563,1!2,NULL!NULL,CLPG!CLPG,
564!564,1!2,NULL!NULL,AGA!AGA,
565!565,1!2,NULL!NULL,SLS!SLS,
566!566,1!2,NULL!NULL,STOP!START,
567!567,1!2,NULL!NULL,SINGLE!NORMAL,
568!568!568,1!2!3,NULL!NULL!NULL,NORMAL!SOLID!AUTO,
569!569,1!2,NULL!NULL,N-2!N-1,
570!570,1!2,NULL!NULL,PRI!ALT,
571!571,1!2,NULL!NULL,NORMAL!TRIP,
572,1,NULL,ON,
573!573!573!573!573,1!2!3!4!5,No!No!No!No!No,Planned!Test!Enabled!Disabled!Failed,
574!574!574!574,1!2!3!4,No!No!No!No,Enable!Disable!ClrPnd!Poll,
575!575,1!2,No!No,Restored!Lost,
576!576,1!2,No!No,Restored!Low,
577!577!577!577,1!2!3!4,NULL!NULL!NULL!NULL,None!GPS!Local!Local& GPS,
578,1,NULL,EXEC,
579!579,1!2,NULL!NULL,NO TEST!AUTO,
580!580,1!2,NULL!NULL,NORMAL!FAILED,
581!581,1!2,NULL!NULL,SYS1!SYS2,
582!582,1!2,NULL!NULL,3 BK!4 BK,
583!583,1!2,NULL!NULL,N-1!N-2,
584!584,1!2,NULL!NULL,N-1!N-1-1,
585!585,1!2,NULL!NULL,LOCAL!REMOTE,
586!586,1!2,NULL!NULL,WIDE!NORMAL,
587!587,1!2,NULL!NULL,Not In Effct!In Effect,
588!588,1!2,NULL!NULL,In Effect!Not In Effct,
589!589!589!589!589!589!589,1!2!3!4!5!6!7,NULL!NULL!NULL!NULL!NULL!NULL!NULL,_BLANK!START ABORT!START INIT!STOP INIT!STOP READY!START READY!START BLOCKD,
590!590,1!2,NULL!NULL,RESET!NORMAL,
591!591,1!2,NULL!NULL,12 KV!4 KV,
592!592,1!2,NULL!NULL,ALT!PREF,
593!593,1!2,NULL!NULL,PREF!ALT,
594!594!594,1!2!3,NULL!NULL!NULL,NORMAL!ENABLED!AUTO,
595!595,1!2,NULL!NULL,5 BK!6 BK,
596!596,1!2,NULL!NULL,NORMAL!ENABLED,
597!597,1!2,NULL!NULL,N-1-1!N-1,
598!598!598,1!2!3,NULL!NULL!NULL,NORMAL!ENABLED!DISABLED,
600!600!600,1!2!3,NULL!NULL!NULL,Normal!Enable!Disable,
601,1,NULL,Change Mode,
602!602!602!602,1!2!3!4,NULL!NULL!NULL!NULL,Normal!Active!Standby!Unknown,
603!603!603!603,1!2!3!4,NULL!NULL!NULL!NULL,Disabled!Enabled!Initial!Active,
604!604,1!2,NULL!NULL,Disable!Enable,
605!605!605!605!605!605!605!605!605!605!605!605!605!605!605!605,2!3!4!5!6!7!8!9!10!11!12!13!14!15!16!1,Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes!Yes,ResetEVI!ResetALI!ResetCON!ResetINF!ResetXM!ResetCSI!ResetLOC!SetSCI!SetEVI!SetALI!SetCON!SetINF!SetXM!SetCSI!SetLOC!ResetSCI,
606!606,1!2,NULL!NULL,UNAVAILABLE!AVAILABLE,
607!607,1!2,NULL!NULL,EMS!SVC,
608!608,1!2,NULL!NULL,A SEC!D SEC,
609!609,1!2,NULL!NULL,BK_TST_SLCT!_BLANK,
610!610,1!2,NULL!NULL,RLY_SET_SLCT!_BLANK,
611!611,1!2,NULL!NULL,12KV!4KV,
612!612,1!2,NULL!NULL,RELEASE!BLOCK,
613,1,NULL,ARM,
666!666!666!666!666,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,100F!80F!60F!40F!20F,
700!700!700!700!700!700!700!700!700!700!700!700!700!700!700!700,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL!NULL,Region1!Region2!Region3!Region4!Region5!Region6!Region7!Region8!Region9!Region10!Region11!Region12!De-energized!Full_Ground!Conflict!Unknown,
701!701,1!2,NULL!NULL,Normal!Bus Split,
702!702,1!2,NULL!NULL,3A BK!4A BK,
707!707,1!2,NULL!NULL,Ft Decoupled!Newton Raphs,
1002!1002!1002,1!2!3,No!No!No,Not_Monitor!Monitoring!Mitigating,
1003!1003!1003,1!2!3,No!No!No,Disabled!Enabled!Testing,
1004!1004,1!2,No!No,Not_Armed!Armed,
1005!1005!1005,1!2!3,No!No!No,Not_Monitor!Monitoring!Mitigating,
1006!1006,1!2,No!No,Disabled!Enabled,
1007!1007,1!2,No!No,Disable!Enable,
1008!1008!1008,1!2!3,No!No!No,Not_Monitor!Monitoring!Detected,
1009!1009!1009,1!2!3,No!No!No,Not_Selected!Selected!Implemented,
1010!1010,1!2,No!No,False!True,
1011!1011!1011!1011,1!2!3!4,No!No!No!No,Disabled!Enabled!Degraded!Failed,
1012!1012!1012!1012,1!2!3!4,No!No!No!No,Active!Standby!Disabled!Failed,
1013!1013,1!2,No!No,Stepped!Curved,
1014!1014,1!2,No!No,Generation!Load,
1015!1015!1015!1015,1!2!3!4,No!No!No!No,Disabled!Enabled!Failed!Testing,
1016!1016,1!2,NULL!NULL,Normal!Abnormal,
1032!1032,1!2,NULL!NULL,Normal!Over,
1033!1033,1!2,NULL!NULL,Normal!Offline,
1401!1401,1!2,No!No,Set2!Default,
1402!1402,1!2,No!No,Set2!Default,
1403!1403,1!2,No!No,Default!Set2,
1501!1501,1!2,No!No,false!true,
1502!1502,1!2,No!No,a!b,
1503!1503!1503!1503!1503!1503!1503!1503!1503!1503!1503,1!2!3!4!5!6!7!8!9!10!11,No!No!No!No!No!No!No!No!No!No!No,inputsOutOfB!inputsQualit!inputsStale!reserved!inputsFailed!inputsQualit!outputsFaile!processedInp!testDataEnco!inputsOutOfR!inputsDisagr,
1504!1504!1504!1504!1504,1!2!3!4!5,No!No!No!No!No,enableComman!sDEItemCreat!rASSDEModeIt!configuratio!sDEItemSubsc,
1505!1505!1505!1505!1505!1505!1505!1505!1505!1505!1505,1!2!3!4!5!6!7!8!9!10!11,No!No!No!No!No!No!No!No!No!No!No,none!c!d!G!M!k!n!m!p!T!micro,
1506,1,No,reset,
1507!1507,1!2,No!No,enable!disable,
1508,1,No,execute,
1509!1509!1509!1509,1!2!3!4,No!No!No!No,success!internalErro!externalErro!dataAccessEr,
1510!1510!1510!1510!1510!1510!1510!1510!1510!1510!1510!1510,1!2!3!4!5!6!7!8!9!10!11!12,No!No!No!No!No!No!No!No!No!No!No!No,a1Primary!a1Secondary!a2Primary!a2Secondary!a3Primary!a3Secondary!b1Primary!b1Secondary!b2Primary!b2Secondary!b3Primary!b3Secondary,
1511!1511,1!2,No!No,noTag!tag,
1512!1512!1512!1512!1512!1512!1512!1512!1512!1512!1512!1512,1!2!3!4!5!6!7!8!9!10!11!12,No!No!No!No!No!No!No!No!No!No!No!No,run!safe!test!fault!terminated!starting!started!enteringRun!enteringSafe!enteringTest!enteringFaul!terminating,
1513!1513!1513!1513!1513!1513,1!2!3!4!5!6,No!No!No!No!No!No,redundancy!CC!operational!QA!developement!other,
1514!1514,1!2,No!No,enabled!disabled,
1515!1515!1515!1515!1515!1515!1515,1!2!3!4!5!6!7,No!No!No!No!No!No!No,on!onBlocked!test!testBlocked!off!needsCommiss!needsAttenti,
1516!1516!1516,1!2!3,No!No!No,standalone!primary!secondary,
1517!1517!1517!1517!1517,1!2!3!4!5,No!No!No!No!No,success!internalErro!externalErro!dataAccessEr!uapOutOfSync,
1518!1518!1518!1518,1!2!3!4,No!No!No!No,enable!disable!enterTestMod!enableAutoSo,
1519!1519!1519!1519!1519!1519,1!2!3!4!5!6,No!No!No!No!No!No,enabled!disabled!testModeEnte!autoSolidEna!terminating!terminated,
1520!1520!1520!1520,1!2!3!4,No!No!No!No,unknown!ok!offline!partiallyOpe,
1522!1522!1522!1522!1522!1522!1522!1522,1!2!3!4!5!6!7!8,No!No!No!No!No!No!No!No,success!controlExecu!failure!serviceError!blockedByMod!blockedByPro!commandAlrea!timeLimitOve,
1523!1523!1523,1!2!3,No!No!No,run!safe!test,
1524!1524,1!2,No!No,resetUAPSyst!reinitialize,
1525!1525!1525,1!2!3,No!No!No,no!singleTag!yes,
1526!1526!1526!1526!1526!1526!1526!1526,1!2!3!4!5!6!7!8,No!No!No!No!No!No!No!No,inTest!pass!failAnnualTe!failSafeMode!failOperatio!failExitSafe!failExitAnnu!notExecutabl,
1527!1527!1527!1527,1!2!3!4,No!No!No!No,nMinus1!nMinus2!tMinus1!tMinus2,
1528!1528!1528,1!2!3,No!No!No,standalone!active!standby,
1529!1529!1529!1529!1529,1!2!3!4!5,No!No!No!No!No,standalone!enteringActi!active!enteringStan!standby,
1530!1530!1530!1530!1530,1!2!3!4!5,No!No!No!No!No,restartUAP!resetUAPStat!resyncUAPSta!refreshSourc!checkUAPStat,
1531!1531!1531!1531!1531!1531!1531!1531!1531,1!2!3!4!5!6!7!8!9,No!No!No!No!No!No!No!No!No,none!partiallyOpe!fullyOperati!configuratio!environmentE!externalErro!internalErro!executionFau!criticalComp,
1533!1533,1!2,No!No,false!true,
1535!1535!1535!1535!1535!1535!1535!1535!1535!1535!1535!1535,1!2!3!4!5!6!7!8!9!10!11!12,No!No!No!No!No!No!No!No!No!No!No!No,success!controlExecu!failure!unknownContr!blockedByMod!blockedByPro!controlPendi!controlTimeo!unknownUUID!unknownAttri!accessContro!valueOutOfRa,
2001!2001,1!2,NULL!NULL,RESTORED!LOST,
2003!2003,1!2,NULL!NULL,FALSE!TRUE,
2007!2007,1!2,NULL!NULL,OPEN!CLOSED,
2008!2008!2008!2008!2008,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,REMOTE!LOCAL!MANUAL!ST ALONE!LOCKOUT,
2010!2010,1!2,NULL!NULL,F!C,
2012!2012,1!2,NULL!NULL,NORMAL!FAULT,
2021!2021,1!2,NULL!NULL,Open!Close,
2022!2022,1!2,NULL!NULL,Remote!Standalone,
2029!2029,1!2,NULL!NULL,TEST!Poll Config,
2033!2033!2033,1!2!3,NULL!NULL!NULL,TEST!Reboot!Poll Config,
2039!2039!2039!2039!2039!2039!2039,1!2!3!4!5!6!7,No!No!No!No!No!No!No,Enabled!Enabled!Disabled!Failed!Resynch!Available!Unavailable,
2040!2040!2040!2040!2040!2040,1!2!3!4!5!6,NULL!NULL!NULL!NULL!NULL!NULL,Undefined!Online!Available!Failed!Disabled!Degraded,
2057!2057!2057!2057!2057,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,PLANNED!TEST!ENABLED!DISABLED!FAILED,
2059!2059!2059!2059,1!2!3!4,NULL!NULL!NULL!NULL,Enable!Disable!ClearPending!Poll,
2072!2072!2072!2072!2072,1!2!3!4!5,NULL!NULL!NULL!NULL!NULL,TEST!Poll DCW!Install DCW!Delete DCW!Poll Config,
2073!2073!2073!2073!2073!2073!2073,1!2!3!4!5!6!7,NULL!NULL!NULL!NULL!NULL!NULL!NULL,TEST!Poll DCW!Install DCW!Delete DCW!Reboot!Reset Dy Ops!Poll Config,
2075!2075,1!2,NULL!NULL,TRUE!FALSE,
2077!2077,1!2,NULL!NULL,Suspend!Active,
2078!2078,1!2,NULL!NULL,NERC!WECC,
2079!2079,1!2,NULL!NULL,Telemetered!Entered,
2085!2085!2085,1!2!3,NULL!NULL!NULL,Normal!Warning!Violated,
2129!2129,1!2,NULL!NULL,NORMAL!RESTART,
2137!2137!2137,1!2!3,NULL!NULL!NULL,Online!Failed!Not Config,
2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500!2500,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,No!No!No!No!No!No!No!No!No!No!No!No!No!No!No!No,default!CRAS_N/A_1!CRAS_N/A_2!CRAS_N/A_3!CRAS_N/A_4!CRAS_N/A_5!CRAS_N/A_6!CRAS_N/A_7!CRAS_N/A_8!CRAS_N/A_9!CRAS_N/A_10!CRAS_N/A_11!CRAS_N/A_12!CRAS_N/A_13!CRAS_N/A_14!CRAS_N/A_15,
2501!2501,1!2,No!No,enable!disable,
2502!2502,1!2,No!No,true!false,
2503!2503!2503,1!2!3,No!No!No,no!singleTag!yes,
2504!2504,1!2,No!No,systemA!systemB,
2505!2505,1!2,No!No,tag!noTag,
2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506!2506,1!2!3!4!5!6!7!8!9!10!11!12!13!14!15!16,No!No!No!No!No!No!No!No!No!No!No!No!No!No!No!No,measurement6!equipment16L!equipment5Li!equipment10L!measurement1!equipment15L!equipment11L!measurement1!equipment12L!equipment6Li!measurement9!equipment8Li!measurement5!measurement1!equipment3Li!equipment2Li,
2507!2507!2507!2507,1!2!3!4,No!No!No!No,run!safe!illegalMode!test,
2508!2508!2508!2508,1!2!3!4,No!No!No!No,standalone!active!illlegalMode!standby,
