PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
33,MOSS_LANDING,No,No,NULL,Inside,Yes,NULL,Yes,NULL,62,
133,TESLA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,62,
738,LOS_BANOS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,62,
739,GATES,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,62,
740,DIABLO_CANYON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,62,
741,PGAE_MIDWAY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5032,62,
807,METCALF,No,No,NULL,Inside,Yes,NULL,Yes,NULL,62,
934,TABLE_MOUNTAIN,No,No,NULL,Inside,Yes,NULL,Yes,NULL,62,
994,VACA_DIXON,No,No,NULL,Inside,Yes,NULL,Yes,NULL,62,
996,ROUND_MOUNTAIN,No,No,NULL,Inside,Yes,NULL,Yes,NULL,62,
1000,PGAE_OLINDA,No,No,NULL,Inside,Yes,NULL,Yes,NULL,62,
1003,TRACY,No,No,NULL,Inside,Yes,NULL,Yes,NULL,62,
