ShuntNumber,ShuntName,PnaShunt,PssShunt,NspShunt,SectionNumber,Type,SusceptanceStepSize,SusceptanceAtMinBankOutput,SusceptanceAtMaxBankOutput,ConductanceAtMinBankOutput,ConductanceAtMaxBankOutput,LocalControlTuningFactor,ControlSectionNumber,HighControlLimit,LowControlLimit,MinShiftWeightFactor,MinShiftTarget,LocalControlStatus,OptimizationStatus,MwInversion,MwMeasOverrideStatus,MwReplacementValue,CmeMwUsage,MvInversion,MvMeasOverrideStatus,MvReplacementValue,CmeMvUsage,ControlDelay,FlaShuntZeroSeqSusc,FlaShuntZeroSeqCond,AssetLabel,DefaultMwSchedule,DefaultMvSchedule,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,CommentText1,CommentText2,CommentText3,ShuntResponseLeadTime,ShuntResponseRateOfIncrease,ShuntResponseRateOfDecrease,ConnectionStatusIndicatorRef,BusNumberRef,ControlBusNumberRef,MwTelemetryRef,MvTelemetryRef,MwStandardDeviation,MwInversionFlag,MwCmeUsage,MwOverrideStatus,Mw_ReplacementValue,SetOrder4,MwAnalogPointRef,MwCtBreakerRef,MvStandardDeviation,MvInversionFlag,MvCmeUsage,MvOverrideStatus,Mv_ReplacementValue,SetOrder5,MvAnalogPointRef,MvCtBreakerRef,AmpStandardDeviation,AmpInversionFlag,AmpCmeUsage,AmpOverrideStatus,Amp_ReplacementValue,SetOrder7,AmpAnalogPointRef,AmpCtBreakerRef,ShuntSwitchName,NormalControlSwitchState,NormalIsolatorSwitchState,DefaultControlSwitchState,DefaultIsolatorSwitchState,IsolatorScadaOpenState,IsolatorScadaCloseState,CntlBrkrScadaOpenState,CntlBrkrScadaCloseState,SetOrder8,ControlSwitchStatusTelemetryRef,IsolatorSwitchStatusTelemetryRef,ControlSwitchStateTransition,IsolatorSwitchStateTransition,HighMVArLimitRef,LowMVArLimitRef,LeadingMVArReservesRef,LaggingMVArReservesRef,ControlModeTelemetryRef,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,
13,HESPERIA NO.3 CAP,No,Yes,Yes,119,Variable,4.8,0,4.8,0,0,1,997,12.36,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,302519,4148,4148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,1,196857,NULL,NO.1 12KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,57997,NULL,1,NULL,NULL,NULL,NULL,NULL,279718,NULL,NULL,NULL,NULL,
36,SOUTHCAP CAP 1A,Yes,Yes,Yes,103,Fixed,18,0,18,0,0,1,100,121,111,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,18,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1234,1234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,2889,180142,NULL,10,+,Out,Block,NULL,2890,180138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
173,VICTOR CAP 3,Yes,Yes,Yes,441,Variable,48.8,0,48.8,0,0,1,999,120.75,111.55,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,48.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1113,1113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,1,218829,NULL,10,+,Out,Block,NULL,2,218827,NULL,CAP 3 CB,Open,NULL,Open,NULL,NULL,NULL,0,1,1,272070,NULL,1,NULL,NULL,NULL,NULL,NULL,79007,NULL,NULL,NULL,NULL,
174,VICTOR NO. 1 CAP,No,Yes,Yes,611,Variable,10.8,0,10.8,0,0,1,611,34.65,32.01,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,9.9,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,331043,404,404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,1,4500,NULL,NO. 1 CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,211503,NULL,1,NULL,NULL,NULL,NULL,NULL,14944,NULL,NULL,NULL,NULL,
176,COTTONWOOD CAP 4,Yes,Yes,Yes,101,Fixed,18,0,18,0,0,1,101,120.75,111.55,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,18,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,301282,411,411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,3705,175241,NULL,10,+,Out,Block,NULL,7,207111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
177,COTTONWOOD CAP 3,Yes,Yes,Yes,103,Fixed,18,0,18,0,0,1,103,120.75,111.55,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,18,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,301283,411,411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,3706,175240,NULL,10,+,Out,Block,NULL,7,207114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
433,VICTOR CAP 4AB,Yes,Yes,Yes,432,Variable,46.8,0,93.6,0,0,1,999,227,221,1,0,OnInBaseCaseAndCa,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,93.6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1113,402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,1,214795,NULL,10,+,Out,Block,NULL,1,214792,NULL,VICTOR 4A CB!VICTOR 4B CB,Closed!Closed,NULL!NULL,Closed!Closed,NULL!NULL,NULL!NULL,NULL!NULL,0!0,1!1,1!2,262263!262264,NULL!NULL,1!1,NULL!NULL,NULL,NULL,NULL,NULL,262302,NULL,NULL,NULL,NULL,
738,ROADWAY NO.3 CAP,No,Yes,Yes,609,Variable,4.8,0,4.8,0,0,1,609,12.6,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,358574,3571,3571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,1,35020,NULL,NO.3 12KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,69329,NULL,1,NULL,NULL,NULL,NULL,NULL,69331,NULL,NULL,NULL,NULL,
759,VICTOR NO. 2 CAP,No,Yes,Yes,613,Variable,10.8,0,10.8,0,0,1,613,34.65,32.01,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,9.9,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,358739,404,404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,1,105296,NULL,NO. 2 CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,148998,NULL,1,NULL,NULL,NULL,NULL,NULL,149000,NULL,NULL,NULL,NULL,
1665,AQUEDUCT NO.1 CAP,No,Yes,Yes,612,Variable,4.8,0,4.8,0,0,1,500,12.36,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,330872,4147,4147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,1,213408,NULL,NO.1 12KV CAP CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,1,259359,NULL,1,NULL,NULL,NULL,NULL,NULL,259469,NULL,NULL,NULL,NULL,
