ShuntNumber,ShuntName,PnaShunt,PssShunt,NspShunt,SectionNumber,Type,SusceptanceStepSize,SusceptanceAtMinBankOutput,SusceptanceAtMaxBankOutput,ConductanceAtMinBankOutput,ConductanceAtMaxBankOutput,LocalControlTuningFactor,ControlSectionNumber,HighControlLimit,LowControlLimit,MinShiftWeightFactor,MinShiftTarget,LocalControlStatus,OptimizationStatus,MwInversion,MwMeasOverrideStatus,MwReplacementValue,CmeMwUsage,MvInversion,MvMeasOverrideStatus,MvReplacementValue,CmeMvUsage,ControlDelay,FlaShuntZeroSeqSusc,FlaShuntZeroSeqCond,AssetLabel,DefaultMwSchedule,DefaultMvSchedule,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,CommentText1,CommentText2,CommentText3,ShuntResponseLeadTime,ShuntResponseRateOfIncrease,ShuntResponseRateOfDecrease,ConnectionStatusIndicatorRef,BusNumberRef,ControlBusNumberRef,MwTelemetryRef,MvTelemetryRef,MwStandardDeviation,MwInversionFlag,MwCmeUsage,MwOverrideStatus,Mw_ReplacementValue,SetOrder4,MwAnalogPointRef,MwCtBreakerRef,MvStandardDeviation,MvInversionFlag,MvCmeUsage,MvOverrideStatus,Mv_ReplacementValue,SetOrder5,MvAnalogPointRef,MvCtBreakerRef,AmpStandardDeviation,AmpInversionFlag,AmpCmeUsage,AmpOverrideStatus,Amp_ReplacementValue,SetOrder7,AmpAnalogPointRef,AmpCtBreakerRef,ShuntSwitchName,NormalControlSwitchState,NormalIsolatorSwitchState,DefaultControlSwitchState,DefaultIsolatorSwitchState,IsolatorScadaOpenState,IsolatorScadaCloseState,CntlBrkrScadaOpenState,CntlBrkrScadaCloseState,SetOrder8,ControlSwitchStatusTelemetryRef,IsolatorSwitchStatusTelemetryRef,ControlSwitchStateTransition,IsolatorSwitchStateTransition,HighMVArLimitRef,LowMVArLimitRef,LeadingMVArReservesRef,LaggingMVArReservesRef,ControlModeTelemetryRef,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,
25,ELLIS CAP 1A,Yes,Yes,Yes,191,Fixed,28.8,0,28.8,0,0,1,191,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
26,ELLIS CAP 1B,Yes,Yes,Yes,192,Fixed,28.8,0,28.8,0,0,1,192,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
28,ELLIS CAP 2B,Yes,Yes,Yes,195,Fixed,29.7,0,29.7,0,0,1,195,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,29.7,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
29,HAMILTON CAP 1,No,Yes,Yes,123,Variable,6,0,6,0,0,1,123,13.0935,12.0959,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,321289,73,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,In/Out,Normal,NULL,12,214221,NULL,NO.1 CAPS CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,260953,NULL,1,NULL,NULL,NULL,NULL,NULL,260955,NULL,NULL,NULL,NULL,
62,EL NIDO CAP 3A,Yes,Yes,Yes,162,Fixed,29.7,0,29.7,0,0,1,162,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,29.7,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
63,EL NIDO CAP 3B,Yes,Yes,Yes,164,Fixed,28.8,0,28.8,0,0,1,164,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
64,EL NIDO CAP 5,Yes,Yes,Yes,172,Fixed,28.8,0,28.8,0,0,1,172,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,2895,101654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
65,EL NIDO CAP 4A,Yes,Yes,Yes,83,Fixed,28.8,0,28.8,0,0,1,83,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
66,EL NIDO CAP 4B,Yes,Yes,Yes,84,Fixed,28.8,0,28.8,0,0,1,84,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
67,EL NIDO NO. 1 CAP,No,Yes,Yes,100,Fixed,6,0,6,0,0,1,100,18.165,16.781,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,327125,169,169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
68,EL NIDO NO.2 CAP,No,Yes,Yes,101,Fixed,6,0,6,0,0,1,101,18.165,16.781,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,327126,169,169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
69,LENNOX NO. 1 CAP,No,Yes,Yes,51,Variable,6,0,6,0,0,1,51,17.325,16.005,1,0,OnInBaseCaseAndCa,On,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,304505,181,181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,1,135734,NULL,NO. 1 CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,135981,NULL,1,NULL,NULL,NULL,NULL,NULL,135983,NULL,NULL,NULL,NULL,
70,LENNOX CAP 5,No,Yes,Yes,900,Variable,1.8,0,1.8,0,0,1,900,4.5675,4.2195,1,0,OnInBaseCaseAndCa,On,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,1.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,327128,182,182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,1,135738,NULL,NO.5 CAPS 4KV CB,Open,NULL,Open,NULL,NULL,NULL,0,1,8,135989,NULL,1,NULL,NULL,NULL,NULL,NULL,135991,NULL,NULL,NULL,NULL,
130,BEVERLY HILLS CAP 6,No,Yes,Yes,602,Variable,2.4,0,2.4,0,0,1,602,4.578,4.2292,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,2.4,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,326399,325,325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,In/Out,Normal,NULL,13,105702,NULL,NO.6A 4KV CAP CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,117969,NULL,1,NULL,NULL,NULL,NULL,NULL,117904,NULL,NULL,NULL,NULL,
