PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
575,GARFIELD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5121,29,
577,WABASH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5110,29,
578,RAMONA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5138,29,
640,NEWMARK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5136,29,
641,REPETTO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5164,29,
642,ROSEMEAD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5141,29,
643,RUSH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5116,29,
644,SAN_GABRIEL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5142,29,
645,EATON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5115,29,
646,MESA_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,29,
647,MESA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5012,29,
648,RAVNDALE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5179,29,
649,NARROWS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5838,29,
915,SAN_MARINO,No,Yes,NULL,Inside,Yes,NULL,Yes,5143,29,
957,IVAR,No,Yes,NULL,Inside,Yes,NULL,Yes,5153,29,
960,TERRACE,No,Yes,NULL,Inside,Yes,NULL,Yes,5146,29,
962,AMALIA,No,Yes,NULL,Inside,Yes,NULL,Yes,5104,29,
963,BELVEDERE,No,Yes,NULL,Inside,Yes,NULL,Yes,5114,29,
975,HOYT,No,Yes,NULL,Inside,Yes,NULL,Yes,5151,29,
976,MICHILLINDA,No,Yes,NULL,Inside,Yes,NULL,Yes,5133,29,
986,TEMPLE,No,Yes,NULL,Inside,Yes,NULL,Yes,5170,29,
1365,BICKNELL,No,Yes,NULL,Inside,Yes,NULL,Yes,5109,29,
1367,GARVEY,No,Yes,NULL,Inside,Yes,NULL,Yes,5122,29,
