PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
621,FINANCE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8825,37,
622,DALTON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5188,37,
623,AMADOR,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5161,37,
624,JOSE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5152,37,
625,ARCADIA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5106,37,
626,BRADBURY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5171,37,
627,HOPEFUL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5901,37,
628,LARK_ELLEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5192,37,
629,LIQUID,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5113,37,
630,RIO_HONDO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5013,37,
632,ANITA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5105,37,
633,BREW,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5119,37,
634,AEROJET,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5148,37,
635,AZUSA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5181,37,
636,CITRUS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5185,37,
637,RIO_HOND_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,37,
817,KIRKWALL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5178,37,
984,DUARTE,No,Yes,NULL,Inside,Yes,NULL,Yes,5150,37,
985,SIERRA_MADRE,No,Yes,NULL,Inside,Yes,NULL,Yes,5144,37,
1391,MAYFLOWER,No,Yes,NULL,Inside,Yes,NULL,Yes,5167,37,
1392,MONROVIA,No,Yes,NULL,Inside,Yes,NULL,Yes,5134,37,
