ShuntNumber,ShuntName,PnaShunt,PssShunt,NspShunt,SectionNumber,Type,SusceptanceStepSize,SusceptanceAtMinBankOutput,SusceptanceAtMaxBankOutput,ConductanceAtMinBankOutput,ConductanceAtMaxBankOutput,LocalControlTuningFactor,ControlSectionNumber,HighControlLimit,LowControlLimit,MinShiftWeightFactor,MinShiftTarget,LocalControlStatus,OptimizationStatus,MwInversion,MwMeasOverrideStatus,MwReplacementValue,CmeMwUsage,MvInversion,MvMeasOverrideStatus,MvReplacementValue,CmeMvUsage,ControlDelay,FlaShuntZeroSeqSusc,FlaShuntZeroSeqCond,AssetLabel,DefaultMwSchedule,DefaultMvSchedule,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,CommentText1,CommentText2,CommentText3,ShuntResponseLeadTime,ShuntResponseRateOfIncrease,ShuntResponseRateOfDecrease,ConnectionStatusIndicatorRef,BusNumberRef,ControlBusNumberRef,MwTelemetryRef,MvTelemetryRef,MwStandardDeviation,MwInversionFlag,MwCmeUsage,MwOverrideStatus,Mw_ReplacementValue,SetOrder4,MwAnalogPointRef,MwCtBreakerRef,MvStandardDeviation,MvInversionFlag,MvCmeUsage,MvOverrideStatus,Mv_ReplacementValue,SetOrder5,MvAnalogPointRef,MvCtBreakerRef,AmpStandardDeviation,AmpInversionFlag,AmpCmeUsage,AmpOverrideStatus,Amp_ReplacementValue,SetOrder7,AmpAnalogPointRef,AmpCtBreakerRef,ShuntSwitchName,NormalControlSwitchState,NormalIsolatorSwitchState,DefaultControlSwitchState,DefaultIsolatorSwitchState,IsolatorScadaOpenState,IsolatorScadaCloseState,CntlBrkrScadaOpenState,CntlBrkrScadaCloseState,SetOrder8,ControlSwitchStatusTelemetryRef,IsolatorSwitchStatusTelemetryRef,ControlSwitchStateTransition,IsolatorSwitchStateTransition,HighMVArLimitRef,LowMVArLimitRef,LeadingMVArReservesRef,LaggingMVArReservesRef,ControlModeTelemetryRef,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef,
898,OLINDA NO.3 CAP,Yes,Yes,Yes,68,Variable,28.8,0,28.8,0,0,1,68,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,312854,103,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.3 66KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,110136,NULL,1,NULL,NULL,NULL,NULL,NULL,122212,NULL,NULL,NULL,NULL,
921,OLINDA NO.2 CAP,Yes,Yes,Yes,18,Variable,28.8,0,28.8,0,0,1,18,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,312853,103,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NO.2 66KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,110135,NULL,1,NULL,NULL,NULL,NULL,NULL,122211,NULL,NULL,NULL,NULL,
922,OLINDA NO.5 CAP,Yes,Yes,Yes,140,Variable,28.8,0,28.8,0,0,1,140,72.45,66.93,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,28.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,312855,103,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,5,10238,NULL,10,+,Out,Block,NULL,7,10236,NULL,NO.5 66KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,87078,NULL,1,NULL,NULL,NULL,NULL,NULL,87080,NULL,NULL,NULL,NULL,
2082,OLINDA NO.1 CAP,No,Yes,Yes,604,Fixed,4.5,0,4.5,0,0,1,604,12.36,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.5,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,323180,3045,3045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,10,192745,NULL,10,+,Out,Block,NULL,13,95217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
2112,LA HABRA NO.1 CAP,No,Yes,Yes,605,Variable,3,0,3,0,0,1,605,12.36,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,3,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,321637,3312,3312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,13,138057,NULL,NO.1 12KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,13,141432,NULL,1,NULL,NULL,NULL,NULL,NULL,141435,NULL,NULL,NULL,NULL,
2152,LA HABRA NO.2 CAP,No,Yes,Yes,604,Variable,4.8,0,4.8,0,0,1,604,12.36,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,321638,3312,3312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,13,138061,NULL,NO.2 12KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,13,141441,NULL,1,NULL,NULL,NULL,NULL,NULL,141442,NULL,NULL,NULL,NULL,
2611,LA HABRA NO.3 CAP,No,Yes,Yes,606,Variable,4.8,0,4.8,0,0,1,606,12.36,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,321640,3312,3312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,13,224065,NULL,NO.3 12KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,13,285253,NULL,1,NULL,NULL,NULL,NULL,NULL,285255,NULL,NULL,NULL,NULL,
2612,LA HABRA NO.4 CAP,No,Yes,Yes,607,Variable,3,0,3,0,0,1,607,12.36,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,3,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,321641,3312,3312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,13,224069,NULL,NO.4 CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,13,285260,NULL,1,NULL,NULL,NULL,NULL,NULL,285262,NULL,NULL,NULL,NULL,
3111,BREA NO.1 CAP,No,Yes,Yes,612,Variable,6,0,6,0,0,1,612,12.6,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,324693,3464,3464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,34,127226,NULL,NO.1 12KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,8,196127,NULL,1,NULL,NULL,NULL,NULL,NULL,196129,NULL,NULL,NULL,NULL,
3120,CAROLINA NO.1 CAP,No,Yes,Yes,132,Variable,6,0,6,0,0,1,600,12.6,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,320985,3466,3466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,65,120626,NULL,NO.1 12KV CAPACITOR CB,Open,NULL,Open,NULL,NULL,NULL,0,1,105,178470,NULL,1,NULL,NULL,NULL,NULL,NULL,178472,NULL,NULL,NULL,NULL,
3121,CAROLINA NO.2 CAP,No,Yes,Yes,133,Variable,6,0,6,0,0,1,602,12.6,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,6,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,320986,3466,3466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,43,120630,NULL,NO.2 12KV CAPACITOR SW,Open,NULL,Open,NULL,NULL,NULL,0,1,110,178478,NULL,1,NULL,NULL,NULL,NULL,NULL,178480,NULL,NULL,NULL,NULL,
3156,TELEGRAPH NO.1 CAP,No,Yes,Yes,610,Variable,6,0,6,0,0,1,610,12.6,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,6,Yes,NULL,Yes,NULL,NULL,ADMS A,NULL,NULL,NULL,323859,3494,3494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,13,138181,NULL,NO.1 CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,10,141682,NULL,1,NULL,NULL,NULL,NULL,NULL,141684,NULL,NULL,NULL,NULL,
3159,TELEGRAPH NO.3 CAP,No,Yes,Yes,611,Variable,6,0,6,0,0,1,611,12.6,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,6,Yes,NULL,Yes,NULL,NULL,ADMS A,NULL,NULL,NULL,323860,3494,3494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,13,218993,NULL,CAP 3 CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,11,273054,NULL,1,NULL,NULL,NULL,NULL,NULL,273056,NULL,NULL,NULL,NULL,
3160,TELEGRAPH NO.2 CAP,No,Yes,Yes,613,Variable,6,0,6,0,0,1,613,12.6,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,6,Yes,NULL,Yes,NULL,NULL,ADMS A,NULL,NULL,NULL,323861,3494,3494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,13,138185,NULL,CAP 2 CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,12,141690,NULL,1,NULL,NULL,NULL,NULL,NULL,141692,NULL,NULL,NULL,NULL,
3161,TELEGRAPH NO.4 CAP,No,Yes,Yes,612,Variable,6,0,6,0,0,1,612,12.6,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,6,Yes,NULL,Yes,NULL,NULL,ADMS A,NULL,NULL,NULL,323862,3494,3494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,+,In/Out,Normal,NULL,13,218997,NULL,CAP 4 CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,13,273061,NULL,1,NULL,NULL,NULL,NULL,NULL,273063,NULL,NULL,NULL,NULL,
3163,PARKWOOD NO.1 CAP,No,Yes,Yes,603,Variable,4.8,0,4.8,0,0,1,603,12.6,11.64,1,0,Off,Off,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,0,4.8,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,321972,3492,3492,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,65,121304,NULL,NO.1 12KV CAPACITOR CB,Closed,NULL,Closed,NULL,NULL,NULL,0,1,101,180388,NULL,1,NULL,NULL,NULL,NULL,NULL,180390,NULL,NULL,NULL,NULL,
