PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
96,TARZANA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
157,AIRWAY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
721,CENTURY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5673,64,
725,MARKETPLACE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
744,RINALDI,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
745,ADELANTO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
746,IPPDC,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
747,VICTORVILLE_LDWP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
749,ATWATER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
751,VELASCO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,4092,64,
752,MCCULLOUGH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,4091,64,
753,SYLMAR,Yes,Yes,NULL,Inside,Yes,NULL,Yes,8958,64,
754,TOLUCA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
755,CASTAIC,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
829,NORTHRIDGE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
830,LDWP_VALLEY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
831,BARREN_RIDGE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
832,LDWP_COTTONWOOD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
833,OLIVE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
938,HASKELL_CANYON,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
951,OLYMPIC_LDWP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
953,SCATTERGOOD,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
954,ST_JOHN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
955,RIVER,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
956,HAYNES,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
1170,LDWP_INYO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
1227,AIRPORT,No,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
1229,FAIRFAX_LDWP,No,Yes,NULL,Inside,Yes,NULL,Yes,NULL,64,
1230,GRAMERCY,No,No,NULL,Inside,Yes,NULL,Yes,NULL,64,
1231,HALLDALE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,64,
1232,HARBOR,No,No,NULL,Inside,Yes,NULL,Yes,NULL,64,
1233,HOLLYWOOD,No,No,NULL,Inside,Yes,NULL,Yes,NULL,64,
1236,VALLEY_LDWP,No,No,NULL,Inside,Yes,NULL,Yes,NULL,64,
1237,WILMINGTON,No,No,NULL,Inside,Yes,NULL,Yes,NULL,64,
1243,GRAMERCY_TAP,No,No,NULL,Inside,Yes,NULL,Yes,NULL,64,
1244,HALLDALE_TAP,No,No,NULL,Inside,Yes,NULL,Yes,NULL,64,
