PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
211,RANDOLPH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5739,26,
214,REFUSE,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5129,26,
215,SHULTZ,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5172,26,
216,BANDINI,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5107,26,
217,FRUITLAND,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5718,26,
218,VAIL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5175,26,
219,LAG_BELL_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,26,
220,LAGUNA_BELL,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5074,26,
222,CALDEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5750,26,
225,CUDAHY,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5714,26,
226,FEDERALGEN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5120,26,
980,NAOMI,No,Yes,NULL,Inside,Yes,NULL,Yes,5780,26,
982,GRAHAM,No,Yes,NULL,Inside,Yes,NULL,Yes,5725,26,
983,GAGE,No,Yes,NULL,Inside,Yes,NULL,Yes,5770,26,
1332,HUNTINGTON_PARK,No,Yes,NULL,Inside,Yes,NULL,Yes,5728,26,
1396,SOUTH_GATE,No,Yes,NULL,Inside,Yes,NULL,Yes,5787,26,
