LoadNumber,LoadName,PnaLoad,PssLoad,NspLoad,SectionNumber,StdDeviationForMwNoise,MwFrequencyBiasFactor,MvFrequencyBiasFactor,LoadType,OptimizationStatus,LoadShedCostCurvWF,MwConstantPowerFactor,MwConstantCurrentFactor,MwConstantImpedanceFactor,MvConstantPowerFactor,MvConstantCurrentFactor,MvConstantImpedanceFactor,ColdLoadAlphaFactor,ColdLoadBetaFactor,MwStandardDeviation,MwInversion,MwMeasOverrideStatus,MwReplacementValue,CmeMwUsage,MvStandardDeviation,MvInversion,MvMeasOverrideStatus,MvReplacementValue,CmeMvUsage,MwHiCtrlLimit,MwLowCtrlLimit,MwOptMinShiftTarg,MwMaxTransferFlag,MwPseudoMeasurementSe,MvPseudoMeasurementSe,MwInjErrDistribFactSe,MvInjErrDistribFactSe,ActiveMwCostCurve,FlaLoadSeqImpedanceFlag,FlaLoadPassiveComponent,FlaActiveCompZeroSeqResis,FlaActiveCompZeroSeqReac,FlaActiveCompPosSeqSubTrResis,FlaActiveCompPosSeqSubTrReac,FlaActiveCompPosSeqTrReac,FlaPassiveCompZeroSeqResis,FlaPassiveCompZeroSeqReac,FlaActiveCompNegativSeqResis,FlaActiveCompNegativSeqReac,TsmOptimizationStatus,AssetLabel,DefaultMwSchedule,DefaultMvOrPfSchedule,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,CommentText1,CommentText2,CommentText3,LoadResponseLeadTime,LoadResponseRateOfIncrease,LoadResponseRateOfDecrease,ConnectionStatusIndicatorRef,BusNumberRef,MwTelemetryRef,MvTelemetryRef,Mw_StandardDeviation,MwInversionFlag,MwCmeUsage,MwOverrideStatus,Mw_ReplacementValue,SetOrder4,MwAnalogPointRef,MwCtBreakerRef,Mv_StandardDeviation,MvInversionFlag,MvCmeUsage,MvOverrideStatus,Mv_ReplacementValue,SetOrder5,MvAnalogPointRef,MvCtBreakerRef,AmpStandardDeviation,AmpInversionFlag,AmpCmeUsage,AmpOverrideStatus,AmpReplacementValue,SetOrder6,AmpAnalogPointRef,AmpCtBreakerRef,CurveNumber,CostAtFirstBrkpt,MwAtBrkpt01,CostAtBrkpt01,MwAtBrkpt02,CostAtBrkpt02,MwAtBrkpt03,CostAtBrkpt03,MwAtBrkpt04,CostAtBrkpt04,MwAtBrkpt05,CostAtBrkpt05,MwAtBrkpt06,CostAtBrkpt06,MwAtBrkpt07,CostAtBrkpt07,SinglePhTransCurRef,SinglePhSubtransCurRef,ThreePhTransCurRef,ThreePhSubtransCurRef
4709,STEALTH,No,Yes,Yes,59,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2186788,0.086915888,0.266666667,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329031,3342,NULL,NULL,3,+,In/Out,Normal,NULL,10,216823,NULL,3,+,In/Out,Normal,NULL,11,63143,NULL,10,+,Out,Block,NULL,263,63140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4710,FARMS,No,Yes,Yes,61,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2151126,0.260747664,0.133333333,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329032,3342,NULL,NULL,3,+,In/Out,Normal,NULL,10,216824,NULL,3,+,In/Out,Normal,NULL,11,63153,NULL,10,+,Out,Block,NULL,263,63150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4711,LUPINE,No,Yes,Yes,62,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2182854,0.376635514,0.366666667,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,329033,3342,NULL,NULL,3,+,In/Out,Normal,NULL,10,216825,NULL,3,+,In/Out,Normal,NULL,11,63148,NULL,10,+,Out,Block,NULL,263,63145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4785,STREET LIGHTS,No,No,No,102,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,1,0,0,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,NULL,3614,NULL,NULL,1,+,In/Out,Normal,NULL,1,NULL,NULL,3,-,In/Out,Normal,NULL,1,NULL,NULL,10,+,Out,Block,NULL,263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4786,RANSOM,No,No,No,53,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2185988,0,0,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,NULL,3614,NULL,NULL,1,+,In/Out,Normal,NULL,1,NULL,NULL,3,-,In/Out,Normal,NULL,1,NULL,NULL,10,+,Out,Block,NULL,263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4787,ELKO,No,No,No,54,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2156359,0,0,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,NULL,3614,NULL,NULL,1,+,In/Out,Normal,NULL,1,NULL,NULL,3,-,In/Out,Normal,NULL,1,NULL,NULL,10,+,Out,Block,NULL,263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4788,TEMPLE,No,No,No,55,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2190341,0,0,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,NULL,3614,NULL,NULL,1,+,In/Out,Normal,NULL,1,NULL,NULL,3,-,In/Out,Normal,NULL,1,NULL,NULL,10,+,Out,Block,NULL,263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4789,CORRAL,No,No,No,56,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2163358,0,0,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,NULL,3614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4790,WOODROW,No,No,No,58,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2188916,0,0,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,NULL,3614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5274,ORIZABA,No,Yes,Yes,200_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2178999,2.374675853,0.322360656,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,324478,3450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5275,ARGONNE,No,Yes,Yes,210_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2130057,2.78256161,0.423098361,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,324479,3450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5276,SASSOON,No,Yes,Yes,105_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2190764,3.666974706,0.322360656,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,324480,3450,NULL,NULL,3,+,In/Out,Normal,NULL,190,4580,NULL,3,+,In/Out,Normal,NULL,18,120946,NULL,10,+,Out,Block,NULL,263,120943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5277,CAPRI,No,Yes,Yes,113_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2136391,4.031012087,0.382803279,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,324481,3450,NULL,NULL,3,+,In/Out,Normal,NULL,190,4581,NULL,3,+,In/Out,Normal,NULL,20,120951,NULL,10,+,Out,Block,NULL,263,120948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5278,LUCIA,No,Yes,Yes,115_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2170246,3.676227115,0.20147541,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,324482,3450,NULL,NULL,3,+,In/Out,Normal,NULL,190,4582,NULL,3,+,In/Out,Normal,NULL,91,120956,NULL,10,+,Out,Block,NULL,263,120953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5279,RUSSELL,No,Yes,Yes,117_PCB,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2190737,2.709817643,0.664868852,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,324483,3450,NULL,NULL,3,+,In/Out,Normal,NULL,190,4583,NULL,3,+,In/Out,Normal,NULL,10,120961,NULL,10,+,Out,Block,NULL,263,120958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5280,QUINCY,No,Yes,Yes,601,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2182109,0.480385533,0.040295082,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,324497,3451,NULL,NULL,3,+,In/Out,Normal,NULL,190,4585,NULL,3,+,In/Out,Normal,NULL,89,120966,NULL,10,+,Out,Block,NULL,263,120963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5281,TRIMBLE,No,Yes,Yes,600,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2189252,0.761685452,0.100737705,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,324498,3451,NULL,NULL,3,+,In/Out,Normal,NULL,190,4586,NULL,3,+,In/Out,Normal,NULL,13,120972,NULL,10,+,Out,Block,NULL,263,120969,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5317,FALCON,No,No,Yes,63,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2157862,0,0,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,325885,3456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,263,228268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5318,MEDIO,No,No,Yes,61,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2180019,0,0,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,325886,3456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,263,228272,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5319,LUTHER,No,No,Yes,56,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2170247,0,0,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,325887,3456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,263,228283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5320,7TH STREET,No,No,Yes,55,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2183693,1.2,0.1,Yes,NULL,No,NULL,NULL,NULL,NULL,NULL,1,325888,3456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,+,Out,Block,NULL,263,228287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5425,BOLIVIA,No,Yes,Yes,51,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2133849,2.024,0.2695,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,321007,3467,NULL,NULL,3,+,In/Out,Normal,NULL,10,2782,NULL,3,+,In/Out,Normal,NULL,11,118763,NULL,10,+,Out,Block,NULL,13,118760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5426,TRINIDAD,No,Yes,Yes,53,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2189253,2.6311,1.5633,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,321008,3467,NULL,NULL,3,+,In/Out,Normal,NULL,10,2783,NULL,3,+,In/Out,Normal,NULL,11,118768,NULL,10,+,Out,Block,NULL,13,118765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5427,ECUADOR,No,Yes,Yes,54,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2147041,2.6311,0.9703,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,321009,3467,NULL,NULL,3,+,In/Out,Normal,NULL,10,2784,NULL,3,+,In/Out,Normal,NULL,11,118773,NULL,10,+,Out,Block,NULL,13,118770,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5428,PANAMA,No,Yes,Yes,56,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2189849,2.1251,0.9164,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,321010,3467,NULL,NULL,3,+,In/Out,Normal,NULL,10,2785,NULL,3,+,In/Out,Normal,NULL,11,118784,NULL,10,+,Out,Block,NULL,13,118781,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5429,CHILE,No,Yes,Yes,57,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2140316,7.5898,0.1617,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,321011,3467,NULL,NULL,3,+,In/Out,Normal,NULL,10,2786,NULL,3,+,In/Out,Normal,NULL,11,118789,NULL,10,+,Out,Block,NULL,13,118786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5430,CUBA,No,Yes,Yes,59,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2147575,5.3635,0.8625,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,321012,3467,NULL,NULL,3,+,In/Out,Normal,NULL,10,2787,NULL,3,+,In/Out,Normal,NULL,11,118794,NULL,10,+,Out,Block,NULL,13,118791,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5431,HAITI,No,Yes,Yes,60,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2175978,4.2503,0.1078,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,321013,3467,NULL,NULL,3,+,In/Out,Normal,NULL,10,2788,NULL,3,+,In/Out,Normal,NULL,11,118799,NULL,10,+,Out,Block,NULL,13,118796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5432,MEXICO,No,Yes,Yes,61,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2177311,2.1251,0.8625,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,321014,3467,NULL,NULL,3,+,In/Out,Normal,NULL,10,2789,NULL,3,+,In/Out,Normal,NULL,11,118804,NULL,10,+,Out,Block,NULL,13,118801,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5433,JAMAICA,No,Yes,Yes,62,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2161854,3.2383,0.0539,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,321015,3467,NULL,NULL,3,+,In/Out,Normal,NULL,10,2790,NULL,3,+,In/Out,Normal,NULL,11,118809,NULL,10,+,Out,Block,NULL,13,118806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5434,COMPLEX,No,Yes,Yes,2,0,0.015,0,Conforming,Off,1,1,NULL,NULL,1,NULL,NULL,1,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,999,0.0001,0,NULL,Off,Off,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Off,2159133,2.6735789,-1,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,1,322424,3472,NULL,NULL,3,+,In/Out,Normal,NULL,1,192843,NULL,3,+,In/Out,Normal,NULL,3,137494,NULL,10,+,Out,Block,NULL,7,137491,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
