PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
469,LIVE_OAK,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5611,35,
470,UPLAND,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5635,35,
471,SAN_DIMAS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5633,35,
472,SAN_ANTONIO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5631,35,
473,MWD_SAN_DIMAS,Yes,Yes,NULL,Inside,Yes,NULL,Yes,1040,35,
475,CUCAMONGA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5677,35,
476,CLAREMONT,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5695,35,
477,PADUA_TAP,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,35,
478,PADUA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5060,35,
479,LAYFAIR,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5645,35,
768,WEYMOUTH,Yes,Yes,NULL,Inside,Yes,NULL,Yes,5123,35,
1008,EUCLID,No,Yes,NULL,Inside,Yes,NULL,Yes,5644,35,
