PsaStationNumber,PsaStationName,PnaStation,PssStation,LogicalDisplayReference,RegionOfInterest,ScheduleDataFlag,ExModelRetentionFlag,DmsTransformFlag,AssetLabel,DistrictNumberRef,
310,LENZIE_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
773,LAUGHLIN,Yes,Yes,NULL,Inside,Yes,NULL,Yes,4022,66,
825,BREEZE_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
908,NPC_MAGNOLIA,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,66,
909,IRON_MTN_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
912,NSO,Yes,Yes,NULL,Inside,Yes,NULL,Yes,NULL,66,
947,ARDEN_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1014,PECOS_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1017,AVERA_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1033,CLARK_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1067,NWEST_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1074,WESTSIDE_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1075,DECATUR_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1078,BELTWAY_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1083,FAULKNER_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1086,TOLSON_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1089,SINATRA_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1090,BIGHORN_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1091,REID_GNR_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1092,GRAND_T_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1093,GREENWAY_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1094,EQUESTRI_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1095,R_SUMMIT_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1096,BASIC_NVE,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
1104,NVE_TAP,No,No,NULL,Inside,Yes,NULL,Yes,NULL,66,
